"Transaction Date","Recipient Name","Recipient Company","Recipient Address","Recipient Country","Class","Total Cost","Package Weight","Appearances"
"10/8/2024","ILL Dept","St Charles Public Library","1 S 6th Ave Saint Charles IL 60174-2195","US","Library Mail","4.40","1 lbs ","4"
"8/20/2024","Cheboygan Area Public Library","","100 S Bailey St Cheboygan MI 49721-1611","US","Library Mail","5.11","2 lbs ","4"
"8/14/2024","Interlibrary Loan Dept","Howard County Library System","9411 Frederick Rd Ellicott City MD 21042-3801","US","Library Mail","4.40","1 lbs ","4"
"8/20/2024","ILL","Cary Area Library","1606 3 Oaks Rd Cary IL 60013-1637","US","Library Mail","5.11","2 lbs ","4"
"8/22/2024","Interlibrary Loan","South Texas College Library","3201 Pecan Blvd McAllen TX 78501-6661","US","Library Mail","5.82","3 lbs ","4"
"8/13/2024","Decker Library - ILL","Maryland Institute College of Art","1401 W Mt Royal Ave Baltimore MD 21217-4245","US","Library Mail","5.82","3 lbs ","4"
"2/21/2024","Interlibrary Loan Dept","Janesville - Hedberg Public Library","316 S Main St Janesville WI 53545-3971","US","Library Mail","5.32","2 lbs 0.30 oz","4"
"4/23/2024","Library - Interlibrary Loan","California State University - East Bay","25800 Carlos Bee Blvd Hayward CA 94542-3000","US","Library Mail","4.62","1 lbs 7.60 oz","4"
"2/21/2024","Interlibrary Loan","Mishawaka-Penn-Harris Public Library","209 Lincolnway E Mishawaka IN 46544-2014","US","Library Mail","3.92","1 lbs ","4"
"8/20/2024","Theology Library - ILL","St John's Seminary","5012 Seminary Rd Camarillo CA 93012-2500","US","Library Mail","4.4","1 lbs ","4"
"4/2/2024","Interlibrary Loan","Delaware County District Library","84 E Winter St Delaware OH 43015-1959","US","Library Mail","4.62","2 lbs ","4"
"2/21/2024","Library - Interlibrary Loan","Spokane Community College","""1810 N Greene St, MSC 2160 Spokane WA 99217-5399""","US","Library Mail","4.62","2 lbs ","4"
"4/23/2024","LIBRARY - INTERLIBRARY LOAN","PALOMAR COLLEGE","1140 W Mission Rd San Marcos CA 92069-1487","US","Library Mail","4.62","1 lbs 9.70 oz","4"
"8/23/2024","Sterne Library ILL","UAB Mervyn H","1720 2nd Ave S Birmingham AL 35294-0004","US","Library Mail","5.11","2 lbs ","4"
"8/20/2024","Copley Library - Interlibrary Loan","University of San Diego","""5998 Alcala Park, Frnt San Diego CA 92110-2492""","US","Library Mail","5.11","2 lbs ","4"
"8/13/2024","Interlibrary Loan","Tulare County Library","200 W Oak Ave Visalia CA 93291-4931","US","Library Mail","4.40","1 lbs ","4"
"2/21/2024","Lutnick Library - Interlibrary Services","Haverford College Library","370 W Lancaster Ave Haverford PA 19041-1392","US","Library Mail","6.72","4 lbs 7.30 oz","4"
"8/14/2024","Interlibrary Loan","San Bernardino County Library","""268 W Hospitality Ln, Ste 301 Fl 3rd San Bernardino CA 92415-0053""","US","Library Mail","4.40","1 lbs ","4"
"8/21/2024","Pannell Library - Interlibrary Loan","Premera Blue Cross","5317 N Lovington Hwy Hobbs NM 88240-9121","US","Library Mail","4.4","1 lbs ","4"
"8/27/2024","Armacost Library - ILL","University of Redlands","1249 E Colton Ave Redlands CA 92374-3758","US","Library Mail","5.11","2 lbs ","4"
"8/16/2024","Library - ILL","Western Wyoming College","2500 College Dr Sect D Rock Springs WY 82901-5802","US","Library Mail","5.82","3 lbs ","4"
"8/23/2024","ZJ Loussac Library - ILL","Anchorage Public Library","3600 Denali St Anchorage AK 99503-6055","US","Library Mail","4.4","1 lbs ","4"
"4/26/2024","Belk LIC - Interlibrary Loan","Appalachian State University","PO Box 32026 218 College St Boone NC 28608-2026","US","Library Mail","4.62","2 lbs ","4"
"4/2/2024","Interlibrary Loan","University of Iowa Libraries","100 Main Library 125 W Washington St Iowa City IA 52242-1420","US","Library Mail","4.62","2 lbs ","4"
"2/12/2024","Interlibrary Loan Services","Carmel Clay Public Library","425 E Main St Carmel IN 46032-1857","US","Library Mail","5.32 ","3 lbs ","4"
"2/12/2024","Interlibrary Loan","Anderson Public Library","111 E 12th St Anderson IN 46016-2701","US","Library Mail","6.72 ","5 lbs ","4"
"2/12/2024","Interlibrary Loan","Juneau Public Library","292 Marine Way Juneau AK 99801-1361","US","Priority Mail","9.30 ","2 lbs ","4"
"8/12/2024","Interlibrary Loan","Christian County Library","208 N McCroskey St Nixa MO 65714-8437","US","Library Mail","4.40","1 lbs ","4"
"8/16/2024","Interlibrary Loan","Clinton Public Library","721 Frisco Ave Clinton OK 73601-3320","US","Library Mail","4.40","1 lbs ","4"
"4/26/2024","UAA-APU Consortium Library - ILL","University of Alaska - Anchorage","3211 Providence Dr Anchorage AK 99508-4645","US","Priority Mail","10.11","2 lbs ","4"
"3/22/2024","Interlibrary Loan","Cape Coral Public Library","921 SW 39th Ter Cape Coral FL 33914-5799","US","Library Mail","4.62","2 lbs ","4"
"3/25/2024","Miranda Evenson","Sidney-Richland County Public Library","121 3rd Ave NW Sidney MT 59270-4025","US","Library Mail","4.62","2 lbs ","4"
"4/26/2024","","Edwards AFB Technical Research Library","307 E Popson Ave 812 Tss/Entl Edwards CA 93524-6600","US","Library Mail","5.32","3 lbs ","4"
"4/26/2024","Orono Public Library - ILL","","39 Pine St Orono ME 04473-4048","US","Library Mail","5.32","3 lbs ","4"
"8/30/2024","Library Interlibrary Loan","Phoenix College","1202 W Thomas Rd Phoenix AZ 85013-4234","US","Library Mail","5.11","2 lbs ","4"
"3/18/2024","Interlibrary Loan","St Louis Community College Library","11333 Big Bend Rd Saint Louis MO 63122-5799","US","Library Mail","5.32","3 lbs ","4"
"2/12/2024","Interlibrary Loan","Carnegie-Stout Public Library","360 W 11th St Dubuque IA 52001-4625","US","Library Mail","4.62 ","2 lbs ","4"
"4/2/2024","Library - Interlibrary Loan","Oklahoma State University-Tulsa","700 N Greenwood Ave Tulsa OK 74106-0702","US","Library Mail","4.62","2 lbs ","4"
"11/18/2024","Interlibrary Loan","Washoe County Library System","301 S Center St Reno NV 89501-2102","US","Library Mail","4.40","1 lbs ","4"
"4/26/2024","Library Technical Services - ILL","Pima Community College","6680 S Country Club Rd Tucson AZ 85709-1701","US","Library Mail","5.32","3 lbs ","4"
"4/2/2024","Interlibrary Loan","Southern Prairie Library System","421 N Hudson St Altus OK 73521-3654","US","Library Mail","4.62","2 lbs ","4"
"8/26/2024","Interlibrary Loan","Washington District Library","380 N Wilmor Rd Washington IL 61571-2690","US","Library Mail","4.40","1 lbs ","4"
"8/14/2024","Interlibrary Loan Dept","Springfield City Library","220 State St Springfield MA 01103-1733","US","Library Mail","4.40","1 lbs ","4"
"8/21/2024","Library - InterLibrary Loan","Huntington University","2303 College Ave Huntington IN 46750-1237","US","Library Mail","6.53","3 lbs 7.40 oz","4"
"4/4/2024","Interlibrary Loan","Logan Library","950 W 600 N Logan UT 84321-7806","US","Library Mail","4.62","2 lbs ","4"
"8/21/2024","""Lilly Library, ILL""","Earlham College","801 National Rd W Richmond IN 47374-4095","US","Library Mail","4.4","1 lbs ","4"
"8/21/2024","Interlibrary Loan Dept","Woodstock Public Library","414 W Judd St Woodstock IL 60098-3131","US","Library Mail","5.11","2 lbs ","4"
"8/13/2024","Golden Library - ILL Dept","Eastern New Mexico University","""1500 S Avenue K, # 32 Portales NM 88130-7401""","US","Library Mail","4.40","1 lbs ","4"
"8/28/2024","Interlibrary Loan","Kuna Library","PO Box 129 457 Locust Ave Kuna ID 83634-0129","US","Library Mail","4.40","1 lbs ","4"
"4/26/2024","Mercer County Library System ILL","","2751 US Highway 1 Lawrence Township NJ 08648-4132","US","Library Mail","3.92","1 lbs ","4"
"8/16/2024","ILL Dept","Warren-Newport Public Library","224 N Oplaine Rd Gurnee IL 60031-2606","US","Library Mail","4.40","1 lbs ","4"
"4/26/2024","Interlibrary Loan Dept","White County Regional Library System","113 E Pleasure Ave Searcy AR 72143-7709","US","Library Mail","3.92","1 lbs ","4"
"4/3/2024","Interlibrary Loan Dept","Carroll County Public Library HQ","1100 Green Valley Rd New Windsor MD 21776-9710","US","Library Mail","3.92","1 lbs ","4"
"4/26/2024","Henry Madden Library - Interlibrary Loan","""California State University, Fresno""","""5200 N Barton Ave,, MSC ML34 Fresno CA 93740-8014""","US","Library Mail","3.92","1 lbs ","4"
"8/19/2024","Russell Library - ILL","Georgia College & State University","320 N Wayne St Campus Box 043 Milledgeville GA 31061-2857","US","Library Mail","4.4","1 lbs ","4"
"8/28/2024","Interlibrary Loan","Montgomery County Public Library","""2 Metropolitan Ct, Ste 4 Gaithersburg MD 20878-4003""","US","Library Mail","4.40","1 lbs ","4"
"8/12/2024","Interlibrary Loan","Hinsdale Public Library","20 E Maple St Hinsdale IL 60521-3490","US","Library Mail","5.11","2 lbs ","4"
"8/26/2024","Interlibrary Loan","Plattsmouth Public Library","401 Avenue A Plattsmouth NE 68048-2199","US","Library Mail","5.11","2 lbs ","4"
"1/26/2024","Interlibrary Loan","Prince William Public Library System","13083 Chinn Park Dr Prince William VA 22192-5073","US","Library Mail","3.92","1 lbs ","4"
"2/5/2024","Interlibrary Loan - Returns","Trinity College Library","300 Summit St Hartford CT 06106-3100","US","Library Mail","4.62","2 lbs ","4"
"4/15/2024","ILL Department","Drexel University","3141 Chestnut St Philadelphia PA 19104-2875","US","Library Mail","4.62","2 lbs ","4"
"6/3/2024"," Green Library - Interlibrary Loan","Stanford University","""557 Escondido Mall, Rm 111 Stanford CA 94305-6004""","US","Library Mail","6.02","3 lbs 5.80 oz","4"
"7/9/2024","ILL","Lakes Regional Library","15290 Bass Rd Fort Myers FL 33919-7498","US","Library Mail","3.92","1 lbs ","4"
"1/26/2024","Interlibrary Loan","Fallon County Library","PO Box 1037 6 W Fallon Ave Baker MT 59313-1037","US","Library Mail","3.92","1 lbs ","4"
"4/29/2024","ASLRITC Interlibrary Loan","Nova Southeastern University","3100 Ray Ferrero Jr Blvd Davie FL 33314-1013","US","Library Mail","4.62","1 lbs 10.90 oz","4"
"4/16/2024","Interlibrary Loan","Hampton Public Library","4207 Victoria Blvd Hampton VA 23669-4200","US","Library Mail","3.92","1 lbs ","4"
"2/6/2024","Interlibrary Loan","Miami-Dade Public Library System","101 W Flagler St Miami FL 33130-1523","US","Library Mail","3.92","1 lbs ","4"
"2/2/2024","Interlibrary Loan","Brooklyn College Library","2900 Bedford Ave Brooklyn NY 11210-2850","US","Library Mail","3.92","1 lbs ","4"
"2/5/2024","Cal Hoyt","Bard College","1 Library Rd Annandale On Hudson NY 12504-5001","US","Library Mail","4.62","2 lbs ","4"
"4/16/2024","Interlibrary Loan Dept","Finney County Public Library","605 E Walnut St Garden City KS 67846-5755","US","Library Mail","3.92","1 lbs ","4"
"4/18/2024","Interlibrary Loan","Payette Public Library","24 S 10th St Payette ID 83661-2898","US","Library Mail","4.62","2 lbs ","4"
"4/10/2024","Interlibrary Loan","Brentwood Public Library","8765 Eulalie Ave Saint Louis MO 63144-2011","US","Library Mail","5.32","3 lbs ","4"
"3/1/2024","Interlibrary Loan","Kearney Public Library","2020 1st Ave Kearney NE 68847-5397","US","Library Mail","3.92","1 lbs ","4"
"1/4/2024","Interlibrary Loan","Cape May County Library","4 Moore Rd Dn 2030 Cape May Court House NJ 08210-1645","US","Library Mail","4.43","2 lbs ","4"
"4/5/2024","Melvin J Zahnow Library - ILL Dept","Saginaw Valley State University","7400 Bay Road University Center MI 48710-0001","US","Library Mail","3.92","1 lbs ","4"
"1/19/2024","Rsource Sharing","State Library of Louisiana","701 N 4th St Baton Rouge LA 70802-5345","US","Library Mail","4.43","2 lbs ","4"
"2/28/2024","Skillman Library - Interlibrary Loan","Lafayette College","710 Sullivan Rd Easton PA 18042-1760","US","Library Mail","6.02","3 lbs 13.50 oz","4"
"4/18/2024","Interlibrary Loan","Addison Public Library","4 Friendship Plz Addison IL 60101-2499","US","Library Mail","3.92","1 lbs ","4"
"2/28/2024","ILL Dept - OCLC","Niles-Maine District Library","6960 W Oakton St Niles IL 60714-3025","US","Library Mail","5.32","2 lbs 4.30 oz","4"
"2/28/2024","Harold F Johnson Library - ILL","Hampshire College","893 West St Amherst MA 01002-3359","US","Library Mail","5.32","2 lbs 9 oz","4"
"2/2/2024","Library - ILL Dept","Glendale Community College","6000 W Olive Ave Glendale AZ 85302-3090","US","Library Mail","3.92","1 lbs ","4"
"4/15/2024","Las Cruces Public Library - ILL","","200 E Picacho Ave Las Cruces NM 88001-3457","US","Library Mail","3.92","1 lbs ","4"
"1/3/2024","Interlibrary Loan Services","Campbell County Public Library","2101 S 4J Rd Gillette WY 82718-5205","US","Library Mail","3.72","1 lbs ","4"
"2/7/2024","Interlibrary Loan","Northeast Kansas Library System","4317 W 6th St Lawrence KS 66049-3692","US","Library Mail","4.62","2 lbs ","4"
"1/31/2024","Rhonda Schell","Daviess County Public Library","2020 Frederica St Owensboro KY 42301-4819","US","Library Mail","3.92","1 lbs ","4"
"4/16/2024","Interlibrary Loan","Sedona Public Library","3250 White Bear Rd Sedona AZ 86336-4337","US","Library Mail","4.62","2 lbs ","4"
"1/29/2024","Interlibrary Loan - Lending","University of Minnesota Duluth Library","416 Library Dr Duluth MN 55812-3001","US","Library Mail","3.92","1 lbs ","4"
"4/16/2024","Interlibrary Loan","Moline Public Library","3210 41st St Moline IL 61265-2131","US","Library Mail","4.62","2 lbs ","4"
"7/12/2024","Interlibrary Loan","Metuchen Public Library","480 Middlesex Ave Metuchen NJ 08840-1457","US","Library Mail","3.92","1 lbs ","4"
"1/29/2024","McKeldin Library - ILL","University of Maryland","7649 Library Lane College Park MD 20742-7011","US","Library Mail","3.92","1 lbs ","4"
"4/15/2024","Jessie Ball duPont Library - ILL Lending","The University of the South","735 University Ave Sewanee TN 37383-1000","US","Library Mail","3.92","1 lbs ","4"
"2/8/2024","Interlibrary Services - Lending","Michigan State University Libraries","366 W Circle Dr East Lansing MI 48824-3700","US","Library Mail","3.92","1 lbs ","4"
"4/11/2024","Interlibrary Loans","Edmonds Community College Library","20000 68th Ave W Lynnwood WA 98036-5999","US","Library Mail","5.32","2 lbs 14.50 oz","4"
"1/26/2024","Walker Library - ILL","Middle Tennessee State University","""1672 Greenland Dr, # 13 Murfreesboro TN 37132-3101""","US","Library Mail","4.62","2 lbs ","4"
"7/8/2024","Library - ILL","Augsburg College","2211 Riverside Ave Minneapolis MN 55454-1350","US","Library Mail","3.92","1 lbs ","4"
"4/15/2024","ILL Department","Greene County Public Library","503 Kinsey Rd Xenia OH 45385-1414","US","Library Mail","3.92","1 lbs ","4"
"4/11/2024","Interlibrary Loan","West Bonner Library District","118 Main St Priest River ID 83856-5059","US","Library Mail","4.62","2 lbs ","4"
"4/11/2024","Chambers Library Interlibrary Loan Dept","University of Central Oklahoma","100 N University Dr Edmond OK 73034-5209","US","Library Mail","4.62","2 lbs ","4"
"7/8/2024","","Niceville Public Library","206 Partin Dr N Niceville FL 32578-1244","US","Library Mail","4.62","2 lbs ","4"
"6/20/2024","Interlibrary Loan Dept","Vassar College Libraries","""124 Raymond Ave, # 20 Poughkeepsie NY 12604-0020""","US","Library Mail","4.62","2 lbs ","4"
"2/7/2024","Interlibrary Loan Dept","McChord Library","851 Lincoln Blvd Ground Floor Joint Base Lewis McChord WA 98438-1317","US","Library Mail","4.62","2 lbs ","4"
"2/1/2024","Interlibrary Loan Dept","Joshua Hyde Library","306 Main St Sturbridge MA 01566-1242","US","Library Mail","6.02","4 lbs ","4"
"4/11/2024","Helmke Library - Document Delivery","Purdue University Fort Wayne","2101 E Coliseum Blvd Fort Wayne IN 46805-1445","US","Library Mail","4.62","1 lbs 15.30 oz","4"
"2/6/2024","Interlibrary Loan","Alabama Public Library Service","6030 Monticello Dr Montgomery AL 36117-1907","US","Library Mail","5.32","2 lbs 3.90 oz","4"
"1/11/2024","CNM Libraries - Interlibrary Loan","Central New Mexico Community College","525 Buena Vis Dr SE Albuquerque NM 87106-4096","US","Library Mail","4.43","2 lbs ","4"
"2/23/2024","Interlibrary Loan","Joplin Public Library","1901 E 20th St Joplin MO 64804-1017","US","Library Mail","4.62","2 lbs ","4"
"4/10/2024","Interlibrary Loan","Danville Public Library","319 N Vermilion St Danville IL 61832-4785","US","Library Mail","3.92","1 lbs ","4"
"4/16/2024","""Allen Ginsberg Library, ILL""","Naropa University","2130 Arapahoe Ave Boulder CO 80302-6602","US","Library Mail","3.92","1 lbs ","4"
"7/15/2024","Interlibrary Loan Services","Ball State University Libraries","2000 W University Ave Muncie IN 47306-0002","US","Library Mail","5.11","2 lbs ","4"
"7/5/2024","Palm Springs Public Library ILL","","300 S Sunrise Way Palm Springs CA 92262-7639","US","Library Mail","4.62","2 lbs ","4"
"8/20/2024","""Howe Library, ILL office""","University of Vermont","538 Main St Burlington VT 05405-0036","US","Library Mail","5.82","3 lbs ","4"
"1/19/2024","Interlibrary Loan","Henderson County Public Library","101 S Main St Henderson KY 42420-3156","US","Library Mail","3.72","1 lbs ","4"
"2/23/2024","Hatfield Public Library - ILL","","39 Main St Hatfield MA 01038-9702","US","Library Mail","4.62","2 lbs ","4"
"4/22/2024","Brown Daniel Library - ILL","TN State University","3500 J A Merritt Blvd Nashville TN 37209-1561","US","Library Mail","3.92","1 lbs ","4"
"4/22/2024","Walla Walla Comm College Library","","500 N Tausick Way Walla Walla WA 99362-9270","US","Library Mail","3.92","1 lbs ","4"
"4/22/2024","""Memorial Library, ILL Borrowing""","University of Wisconsin-Madison","""728 State St, Rm B106F Madison WI 53706-1494""","US","Library Mail","3.92","1 lbs ","4"
"3/11/2024","Interlibrary Loan","Manteno Public Library","10 S Walnut St Manteno IL 60950-1433","US","Library Mail","3.92","1 lbs ","4"
"4/4/2024","Geisel Library - Interlibrary Loans","""University of California, San Diego""","""9500 Gilman Dr, # 0175A La Jolla CA 92093-0175""","US","Library Mail","4.62","2 lbs ","4"
